"X","Unnamed..0","Unnamed..0.1","country","title","zip","instagram_likes","kmeans"
7231,7231,"7230",NA,"#love #instagood #me #tbt #cute #photooftheday #instamood #iphonesia #tweegram #picoftheday #igers #instadaily #beautiful #instagramhub #iphoneonly #igdaily #bestoftheday #webstagram #sky #fashion #followme #instagramers #life #versagram #gramfriends #cocacola",NA,31,"10"
7232,7232,"7231",NA,"Little Cola 0,15 Liter  #cocacola #cola #small #instagood #red #drink #funny #magic",NA,3,"9"
7233,7233,"7232","Brazil","#Violetta #eu #pipoca #cocacola #perfeito #kkkk !!","23020-700",5,"9"
7234,7234,"7233",NA,"#cocacola #zero #rakas",NA,2,"9"
7235,7235,"7234",NA,"Y U SO DELICIOUS ? <3 #chile #drink #cocacola #cherry #cocacolacherry #awesome @delicious",NA,2,"9"
7236,7236,"7235",NA,"No lider cuzamigus",NA,15,"9"
7237,7237,"7236",NA,"#hucha #cocacola #money",NA,1,"9"
7238,7238,"7237",NA,"Gordo ;) #coca #cocacola #condivisiquesta #italia #venice #venezia",NA,8,"1"
7239,7239,"7238","Italy","#cocacola #amore #work #break #stressfull #day #bye","80049",5,"9"
7240,7240,"7239",NA,"#strawberry#cocacola#cheeky#after#school#homemade#lfl",NA,17,"1"
7241,7241,"7240","Poland","#cocacola :o","03-965",3,"9"
7242,7242,"7241",NA,"#cocacola",NA,8,"9"
7243,7243,"7242",NA,"<3",NA,15,"1"
7244,7244,"7243",NA,"Almoço de hoje ! #cocacola #hersheys #passandobem #like #love #good #partiu #senac #logistica",NA,6,"9"
7245,7245,"7244",NA,"Lipstick sabores #tutte_matute #regalos #lipstick #cocacola #sprite #chile",NA,9,"10"
7246,7246,"7245","Italy","#condividi #cocacola #amico #bestfriend #bestoftheday #love #tiamo #junior #evelyn #zhyrley #todo #vidas #amistad #lima #instalima #instaperu #instalike #instalove","20020",12,"1"
7247,7247,"7246",NA,"Finally my mummy got my name!! @jack_croker @samcroker #been #looking #for #ages #share #with #alice #cocacola #so #happy #yay",NA,4,"9"
7248,7248,"7247","Austria","I'm a #supergirl ! ;-)
#cocacola #mcdonalds","5020",1,"9"
7249,7249,"7248",NA,NA,NA,19,"1"
7250,7250,"7249","Poland","#cocacola #bąbelek #sweet","55-041",0,"9"
7251,7251,"7250",NA,"Yes I know #cocacola #coke #thebest #condividi #share #loveit",NA,4,"9"
7252,7252,"7251",NA,"#cocacola#i#like#so#much#cocacola#like#for#taggs#likefortaggs#like4taggs#i#love#instacocacola",NA,13,"1"
7253,7253,"7252",NA,"#share #a #cocacola #with #vanessa #coca #cola #new #gelnails #nails #love #like #best #beautiful #amazing #instaday #instagood #instagram #instalove #instashit #instanails #picoftheday #follow4follow ",NA,54,"10"
7254,7254,"7253",NA,"#cocacola#my#name#Fabio#good#instagram#instagood#instacoca#follow#followme#photo#of#the#day",NA,12,"9"
7255,7255,"7254","United States","When is the last time you saw one of these? #gumdispenser #vintage #sandwichshop #smalltown #cocacola #coke #instagram #canton #georgia","30114",11,"9"
7256,7256,"7255",NA,"Hey baby!!  #cocacola #coke #cute #fun #eyes #lips #sexy",NA,6,"9"
7257,7257,"7256",NA,"#CocaCola#friends#optima#kosice#girls#fun",NA,9,"9"
7258,7258,"7257",NA,"ÄNTLIGEN!",NA,7,"9"
7259,7259,"7258",NA,"Esaaaaamiii. #spagnolo #cocacola #esami #helpme #help #me #studio #school",NA,12,"10"
7260,7260,"7259","Hungary"," #coke #cocacola #name @ronin94 ❤","2120",17,"1"
7261,7261,"7260",NA,"Que vida tan dura #toblerone #cocacola #MoreFatness",NA,2,"9"
7262,7262,"7261",NA,"My night sorted! #chocolatefudgebrownie#benandjerrys#icecream#shareacokesithmartin#cocacola#coke#medication#amocicillin#lush#fleece#warm#love",NA,7,"10"
7263,7263,"7262",NA,"So according to my mother, my name is Richard. Thanks. #thanks #cheers #silly #mynameis #richard #shareacokewith #shareacoke #coke #cocacola #coca #cola #ohdear",NA,5,"10"
7264,7264,"7263",NA,"Hi, holidays. #Holidays #2013 #Summer #Happiness #Cocacola #Vans",NA,6,"1"
7265,7265,"7264",NA,"#drink #fresh #cocacola #nestea #limon #summer #summertime #like #good #thing #live",NA,5,"1"
7266,7266,"7265","France","La triste fin de la porte du squat que j'ai tronçonné Samedi soir  #dead #lslc #lesquat #lesquatlacave #squat #burn #fire #bruler #feu #door #porte #husqvarna #coca #cola #cocacola","17500",28,"10"
7267,7267,"7266",NA,"#gonna #watch #hangover3 #movie #popcorn #cocacola #fun #finland #yay #nofilter",NA,10,"9"
7268,7268,"7267",NA,"Pasta di mandorle appena sfornata!  #yummy #candies #sweet #dolcetti",NA,69,"10"
7269,7269,"7268",NA,"#cocacola #first #photo",NA,4,"9"
7270,7270,"7269",NA,"Fan des bonbons coca cola ! #bonbon#gourmandise#instafood#yummy#pornfood#cocacola",NA,15,"1"
7271,7271,"7270","Spain","Gordises nhac nhac ;) #kinderbueno #pringles #oreo #nutella #cocacola","33204",15,"10"
7272,7272,"7271",NA,"#thinking #cocacola",NA,5,"9"
7273,7273,"7272","United States","#diner #sanfrancisco #hamburger #cocacola #marvelious_shoots  #instagain #tweegram #instagood #love #iphonesia #photooftheday #instamood #iphoneonly  #instagramhub#cute #picoftheday #instadaily  #bestoftheday #beautiful #webstagram  #instagramers  #instagram #instapic #iphonephotoofday #instadaily #instagramhub #All_shots #asia","94102",46,"7"
7274,7274,"7273","Italy","#cocacola#condividi#con#chi#vuoi#","24125",2,"9"
7275,7275,"7274",NA,"My Coke (zero) addiction becomes worse every day. #coke #addiction #cocacola #cokezero #caffeine #college #collegestudentproblems #lunch",NA,7,"1"
7276,7276,"7275",NA,"#cocacola #particka #coke #f4f #l4l #instapic #instamood #instadaily",NA,14,"9"
7277,7277,"7276",NA,"sveze natiskane kole #This#CocaCola#Is#For#Gal#Laura#Btc#citypark",NA,4,"9"
7278,7278,"7277",NA,"Gotcha! #cocacola #coke #name #bottle #school #shop",NA,16,"9"
7279,7279,"7278",NA,"Porte canette du futur #cocacola #pug #ami",NA,6,"9"
7280,7280,"7279","Italy","#cocacola #drink #afternoon #hot #day #milan la #vip #cocacolazero #cocacolaworld #cocacolaclothing #cocacolabottle #iphonesia #instadaily","20121",11,"1"
7281,7281,"7280","Spain","#watermelon #cocacola #study #bored #tired #yaquedamenos #historia #history #fruit #rica #healthy","28909",10,"1"
7282,7282,"7281",NA,"Hmmmm no restaurante. #lasanha #bananafrita #cocacola #mortadelaemcubinhos #couveflor #bolinhodearroz",NA,5,"9"
7283,7283,"7282",NA,"Estudando e lembrando do meu amor kkkk #cocacola",NA,6,"9"
7284,7284,"7283",NA,"Saw my name so thought i should get it , shame it's diet though #me #girl #teenager #teen #name #cocacola #coke #instalike #likeforlike #instagram #picoftheday #photography #igfamous #ig23",NA,13,"1"
7285,7285,"7284",NA,"@theoneshesays GOT YOU ONE :) #yay #finally #got #your #name #aha #mine #again #cocacola #coke #bottle #girls #guys #boys #like #doubletap #tagsforlikes #like4like #pleasefollowme #followme #follow #me #nomakeup #swag #swaggy #names #hatersgonnahate #okay #thanks",NA,24,"7"
7286,7286,"7285",NA,"Bye #pepsi Hello #cocacola #Trevecca #nashville @treveccanaz",NA,17,"1"
7287,7287,"7286",NA,"Can Find A Name In A Different Language But Not Mine #FixUp #CocaCola #NotHappy",NA,7,"1"
7288,7288,"7287",NA,"Yeah, sorry, Amanda! #cola #cocacola #amanda #coke #instagood #instadaily #danish #dansk",NA,32,"1"
7289,7289,"7288",NA,"Yay got one! #share#a#coke#with#chloe#me#cocacola#drink#name#like4like#likesforlikes#l4l#followme#follow4follow#instagood#instahappy#f4f ",NA,35,"10"
7290,7290,"7289","Italy","Beh.. Se non io.. Chi?","20851",6,"9"
7291,7291,"7290","Italy","Baby #cocacola","80131",69,"6"
7292,7292,"7291",NA,"Yeaa #linda #cocacola #cola #red",NA,3,"9"
7293,7293,"7292",NA,"Coke:) chi sorride = who smiles",NA,4,"9"
7294,7294,"7293",NA,"I don't drink regular coke but my name yay. #anna #coke #cocacola",NA,4,"9"
7295,7295,"7294",NA,"*-* <3 #cocacola #Petra",NA,2,"9"
7296,7296,"7295",NA,"Asi se estudia historia #book #study #hard #history #historia #europa #economia #PrimeraGM #Nacismo #Fascismo #Mussolini #Hitler #Alemania #Italia #PotenciaMundial #EstadosUnidos #boring #aburrimiendo #exams #palomitas #eat #drink #CocaCola #instastudy #instagram #instatime #picoftheday",NA,12,"1"
7297,7297,"7296","France","Partagez une Coca avec moi @colettestore #coletteday #cinemaparadiso","75008",26,"1"
7298,7298,"7297",NA,"Atee que enfim.. Meeeu noome *---* #cocacola #instagrand",NA,3,"1"
7299,7299,"7298",NA,"#grrrrr #cocacola",NA,5,"1"
7300,7300,"7299",NA,"Share a coke with me  #cocacola #noora #drink #new #good #yummy #shareacokewith #red #limonade #brand #coke #followme #drinking #awesome",NA,14,"9"
7301,7301,"7300",NA,"Het heet niet voor niks patatje oorlog  #imasinner #sinner #patatjeoorlog #calories #junkfood #somsbestlekker #cocacola #fries #instafun #instagood #instalike #instafollow #tbt #turnup",NA,11,"9"
7302,7302,"7301",NA,"That moment when you find a coke bottle with your name on it :) #CocaCola http://t.co/HeXhYKlDDE",NA,NA,NA
7303,7303,"7302","Jordan","#drinking#cocacola#looool#a lot#drink#jordan#syrian#syria#cold#amman#alrawda#work #night#Challenge#Winner#me#ys3dalla#yes#",NA,6,"9"
7304,7304,"7303","United States","#tx #us #cocacola#galveston #Downtown","77550",25,"9"
7305,7305,"7304","Spain","#Mcdonalds #Go #Lunch #Today #Greek #Perfect #Food #Fast #CocaCola #nice #SoniaGalindo #NeliaAlbala #NereaPujol #friends #top #instapic #instagood","07141",10,"1"
7306,7306,"7305",NA,"Finally found one! #coke #cocacola #shareacoke #natalie #foundmyname",NA,5,"1"
7307,7307,"7306",NA,"#cocacola #school #boredom #chemistry #uczymy #sie #heh",NA,8,"1"
7308,7308,"7307",NA,"#cocacola",NA,6,"1"
7309,7309,"7308",NA,"#dietcoke #cocacola #amy #name #sharewithfriends",NA,5,"9"
7310,7310,"7309",NA,"#petit#gouter#dans#ma#cage#ahah#oreo#gateau#coca#cola#cocacola#ahah#with @shaima_maghrebiya ",NA,7,"9"
7311,7311,"7310",NA,"Nem volt mas:DD #cocacola #rockstar",NA,10,"9"
7312,7312,"7311",NA,"Pa sm jo tut js dobla ! #cocacola #for #me #from #roomate #thankju",NA,8,"9"
7313,7313,"7312","Greece","AKYRO. #cocacola #ex #fail #hell #enjoy","166 74",70,"7"
7314,7314,"7313",NA,"#dinner #onionrings #applepie #coke #cocacola #antiloneliness",NA,1,"9"
7315,7315,"7314",NA,"AVID CLASS Of 2014 #havingfun#Tostilokos#Hotsauce#Tamales#Carnitas#CocaCola#Candy",NA,9,"9"
7316,7316,"7315",NA,"Homemade earrings. Made out of bottle caps ♡ #homemade #earrings #oldschool #vintage #albani #beer #tuborg #øl #cocacola #caps #jewellery #fashion #fun #selfmade #cool #awesome #instadaily #galaxys3 #photooftheday #instagood #photo #beauty #love",NA,17,"9"
7317,7317,"7316",NA,"What a wee legend #cocacola #vanilla #yum #tasty #refreshing #brother #nice #cute #love",NA,5,"9"
7318,7318,"7317",NA,"Una merienda de toda la vida! #Bocata + #Cocacola = #DROHappy",NA,4,"9"
7319,7319,"7318","Brazil","Presente do namorado *___* #surpresa #amor #all #love #diadosnamorados #cocacola #igers #iphone #webstagram #tbt #tagsforlike #instagram #instalike #iphonesia #cut #causin #phototheday #smile #swag #followforfollow #followmyphoto #followforlike #likeforfollow #likemyphoto #likeforlike #jj","60060-260",30,"10"
7320,7320,"7319",NA,"#Disfruta #de #las #pequeñas #cosas , #disfruta #de #la #vida #CocaCola #retro #photography #summer #sorts #denim",NA,3,"9"
7321,7321,"7320",NA,"How I starts my mornins (: #CocaCola #Cigs #EnergyPill or #Vitamins and I #ALWAYS have my #Phone (:",NA,3,"9"
7322,7322,"7321",NA,"This is my lunch lool to lazy to make a real lunch :P #lazy #lunch #cocacola #chips 
Created with #ToonCamera",NA,2,"9"
7323,7323,"7322",NA,"Esto es lo que pasa al tener 2 examenes mañana y muy importantes #today #study #filosofy #math #exam #tomorrow #drink #monster #energy #cocacola #instaphoto #instagood #pretty #boring  #but #smile",NA,7,"9"
7324,7324,"7323","Germany","Grad von meinem kleinen Bruder aus der Uni geschickt bekommen  #bruder #schwester #schwesterherz #cola #cocacola #named #fun #littlebrother #littleloveleybrother","45141",21,"1"
7325,7325,"7324",NA,"#yum #coke #cocacola #red #t4t #l4l #jj #instahub #like #bff #besties #best #friends #love #you @shazuran ❤",NA,13,"1"
7326,7326,"7325",NA,"It's a sign!!! SUMMER!!! #summer #friends #cocacola #red #hurry #holiday",NA,3,"1"
7327,7327,"7326",NA,"Perfection #oreos#cocacola 
@kimfenech8 I found your name :) xxx",NA,19,"10"
7328,7328,"7327",NA,"#me#and#cocacola#etichetta#ilboss #iphone4s #l4l #like #like4like #instagram #instalike #instalook #instalove #follow #followme #followmeplease #likeplese #tagsforlike",NA,19,"9"
7329,7329,"7328",NA,"najjaca slova #cocacola #milka",NA,80,"5"
7330,7330,"7329",NA,"löysin oman cokiksen #share #a #coke #with  #cocacola",NA,11,"9"
7331,7331,"7330","Brazil","Deus, coca-cola em garrafa de vidro. Quero caixas ❤❤❤","47600-000",30,"10"
7332,7332,"7331",NA,"Lyxar till det lite efter jobb  #väl #förtjänt #cocacola #lax #godis #blåbärspaj #instacollage #kommerdöefteralldennamat #skitsammadörmättiallafall",NA,27,"10"
7333,7333,"7332",NA,"#cocacola#good#ice#like#summer#denmark#nice#",NA,14,"9"
7334,7334,"7333","Sweden","Mer till mig!","731 32",15,"10"
7335,7335,"7334",NA,"#duelodenois #linda #sqn #doida #ai sim #AmoMuitoTudoIsso #CocaCola",NA,1,"9"
7336,7336,"7335",NA,"#cocacola#zero#red#black#love",NA,1,"9"
7337,7337,"7336",NA,"Guess which mine is? #Breezer or #CocaCola",NA,1,"9"
7338,7338,"7337",NA,"#Happy #cocacola #Instagram #iphonesia #iphoesia #cute #beautiful #brazilian #cunha #sp #girl #fashion",NA,7,"9"
7339,7339,"7338","Spain","Duffin Dagels Time! #donut #cocacola #coke #lata #can #café #coffe #creams #delicious #ricorico","06006",9,"1"
7340,7340,"7339",NA,"#CocaCola",NA,1,"9"
7341,7341,"7340",NA,"Pranzo al mc per noi e mr orange! 
#pranzo #al #mc #donalds #lunch #with #friends #polletti #20 #salse #maionese #curry #ketchup #mcchicken #bigmc #crispymcbacon #cocacola #acqua #patatine #love #like4like #followme",NA,12,"9"
7342,7342,"7341","Greece","#shareacocacola #with #your #family #οικογένειά #μου #σαγαπώ #bottle #drink #drinking #night #june #pizza #delivery #cocacola @cocacola #greece #athens  #enjoy","141 23",20,"1"
7343,7343,"7342",NA,"Crew haha #friends #cocacola #fun #today #chill #love",NA,11,"9"
7344,7344,"7343",NA,"#Almoço #DiaDosNamorados #Macarrão  #Queijo #Catupiry #CocaCola #ComMeuMô #BomDemais #ÉamorDemais",NA,3,"9"
7345,7345,"7344",NA,"Хах :)",NA,15,"10"
7346,7346,"7345",NA,"Drinking diamonds tonight #coke #diamonds #cocacola #gold #lush #igers #love #chain #fashion #tagforlikes #TFLers #instafashion #style #instalove #instamood #instastyle #instadrink #drink #fashionable #instadiamond #designer #loubs #f4l #l4l #cool #sweet #sfs #sweetdreams56",NA,27,"10"
7347,7347,"7346",NA,"wee denim jacket #denimjacket #smile #happy #cocacola #top #blue #eyes #braces",NA,33,"10"
7348,7348,"7347",NA,"Always coca cola #recycle #reuse #cocacola #gogreen #treehugger",NA,4,"1"
7349,7349,"7348",NA,"#cocacola #sunnyday #sun #love #endofschool #river #soca",NA,8,"9"
7350,7350,"7349",NA,"#hehe#amber#city#mojito#good#taste#cocktail#cosmopolitan#lemon#like#tagsforlikes#follow#summer#cold#cocacola#party#partyhard#green#pink",NA,12,"9"
7351,7351,"7350","Spain","#elcorteingles #hamburguesanostra #gourmet #ternera #pan #maiz #hamburguesa #cocacola #ternera #españa","28013",46,"6"
7352,7352,"7351",NA,"#cocacola #carmelo #name #work #supermarket #wow #love #insta #instalove #followme #follow #drink #ossession #picoftheday #pic #oh",NA,11,"9"
7353,7353,"7352","Brazil","Wooll mais uma pra minha coleção... #Sandalia #CocaCola #Confort #Coke #CocaCola_Oficial","29072-155",4,"9"
7354,7354,"7353",NA,":-D #cocacola",NA,0,"9"
7355,7355,"7354","Hungary","Wtf? #cocacola #iphone5 #instaeffects","2440",1,"9"
7356,7356,"7355",NA,"Bathroom pic #cocacola",NA,6,"9"
7357,7357,"7356","United Kingdom","OMG #OMG #cocacola #coca #cola #coke #mentos #mentos #have #you #tried #the #coke #and #mentos #challenge #cokeandmentoschallenge #end #of #the #world #theory #truck #crash #boom #react","SW12 8",4,"9"
7358,7358,"7357",NA,"#cocacola #coca #cola #zero #today #with #sister #czech #girl #brno #sunny #black #red #white #like #follow #tagsforlikes #likeforfollow #smile #haha @_anett_98",NA,64,"10"
7359,7359,"7358",NA,"Tar den själv :) #delaencoke #coke #cocaCola #love #dela #en #coke",NA,9,"1"
7360,7360,"7359",NA,"#cocacola #coke #princess #prinzessin ❤ Trink ne Coke mit deiner Prinzessin ",NA,2,"1"
7361,7361,"7360",NA,"#trink #ne #coke #mit #lisa #instagood #instafood #cocacola #thihi #nahi",NA,7,"1"
7362,7362,"7361","Poland","Moje nazwisko na koli jaki fejm, in stores worldwide! #beka #coke #cokemania #cocacola #fałek #fejm #chciałam #z #napisem #kolorowyvlog #ale #za #dużo #liter #nje #drukują :(( #sueg","76-002",36,"7"
7363,7363,"7362",NA,"#Selfie #cocacola #outfit #fashion #girl #lipstick #curves #faded #boost #love",NA,35,"10"
7364,7364,"7363",NA,"Lazulunk @m_kataa @ganna99  #cocacola #nogger",NA,14,"9"
7365,7365,"7364","Turkey","#cocacola #nonstop #ruffles #yummy #funny #happy","06520",9,"9"
7366,7366,"7365",NA,"#star#stella#instastar#prinx#igers#iphonesia#iphononly#bestoftheday#picophoto#instacool#instagram#cocacola#like#likes#good#follow#followme#websgram#ted#ted#tweegram#fahion @tagsforlikes @instag_app ❤❤",NA,19,"1"
7367,7367,"7366",NA,"Share a coke with me #cocacola #share",NA,5,"1"
7368,7368,"7367",NA,"#me #usa #cap #fastfood #potato #omnomnom #smile #swag #usaflag #lol #omg #happy #funny #fun #hah #morefollowers #hollywood #cocacola #swaggie #perfect #beautiful #instamod #instausa #instagood #instagram #instaswag #instalove #bmw #bmwm #tagsforlike",NA,19,"10"
7369,7369,"7368",NA,"#acokeaday #cocacola #share with #friends #coke #can",NA,2,"1"
7370,7370,"7369","Poland","Bicz party #beach #holidays #friends #cokemania #coke #cocacola","76-002",47,"7"
7371,7371,"7370","Italy","Scorci di scrivania #work #agency #longday #fashionista #lastilosa #cocacola #condividiunacocacola #iloveshopping #top #pradese #valentino #masterofcouture #calendar #busyday #instadaily #instapic #instafashion #igersmilan #TagsForLikes","20159",10,"1"
7372,7372,"7371",NA,"Love this so much! #vanillacoke #cocacola",NA,4,"1"
7373,7373,"7372",NA,"Tudom a Tony kicsit téves de azért a poén jó:D #spiderman #ironman #cocacola #TonyStark #PeterParker",NA,3,"9"
7374,7374,"7373",NA,"#relax #cocacola",NA,3,"9"
7375,7375,"7374",NA,"Tut js sm jo najdla:$ #cocacola#spela#just#for#me",NA,5,"1"
7376,7376,"7375","Germany","I'm Lovin it! -Chilli Milli ❤#balcony #chillin #coke #cocacola #addiction #mcdonalds #me #girl #blonde #tagsforlike #hashtag #instagood #instalife #instashit #scared #tomorrow","91555",15,"9"
7377,7377,"7376",NA,"#hugme#cocacola#thatssocool",NA,13,"1"
7378,7378,"7377",NA,"#vicio #me #cocacola #250ml #mini #fofis",NA,1,"9"
7379,7379,"7378",NA,"La bebida de la muerte
#cocacola #thirsty #parquemonagas #sunglasses #summer #summercamp #verano #gafas #sol #sediento #ponce #puertorico",NA,13,"1"
7380,7380,"7379",NA,"#macdonals #cocacola #with #my #momma #love u",NA,5,"9"
7381,7381,"7380",NA,"#coca #cola #cocacola #bar #noir #cafè #drink #italy #italia #italian #city",NA,13,"10"
7382,7382,"7381",NA,"#me #study #tecnology #cocacola #light #swim #like #summer #instalike #instabook #instasummer #instaintelligent #instagood #instastudy #instaswagy #instagood :D",NA,9,"1"
7383,7383,"7382",NA,"Happy when a friend sent me this pic!  #cocacola#kosovo#albania#namecampaign#commercial#pranvera",NA,34,"9"
7384,7384,"7383",NA,"Den talade till mig! #Elin #cocacola",NA,3,"9"
7385,7385,"7384",NA,"Vihdoin se löyty!  #cocacola #veera",NA,22,"1"
7386,7386,"7385",NA,"Ain't she pretty @mia_williamsonxoxoxo sipping at her coca-cola bitchz #bestie#with#abbie#bestfriend#s#in#mcdonalds#cocacola#coke#pepsi#chips#smile#fittie#haawt#lysm#mia#seat#pedo#face#lol#awh#bless#lfl#fff#photograph#love#lfl#fff#followback",NA,40,"7"
7387,7387,"7386","Turkey","#cocacola #coke #red #mylove #me","34775",8,"1"
7388,7388,"7387",NA,"#bottle #of #cocacola #with #my #name #Anaïs #instafun #instagram ",NA,11,"9"
7389,7389,"7388",NA,"#in #the #cinema #with #my #sweet #girlfriend #and #her #mom #fast #and #furious #6 #so #excited #follow4follow #followforfollow #like4like #likeforlike #tags4likes #tagsforlikes #sweet #love #kino #cocacola #follow #me ✌",NA,19,"9"
7390,7390,"7389",NA,"#ripari #mäyhät #ft @mmmage #pepsi #cocacola #pringles #candyking #tortillachips",NA,9,"9"
7391,7391,"7390",NA,"Eilne õhtu oli Parim vaatasime päikse loojangut,kiikusime,laulsime,naersime,hüppasime ja nautisime Elu:) #cocacola #friend #friends #tagsforlikes #sun #smile #comment",NA,14,"1"
7392,7392,"7391","France","#cocacola #colettestore #paris #pimpmycan","75001",5,"9"
7393,7393,"7392",NA,"don't mind if I do#cocacola",NA,4,"1"
7394,7394,"7393","France","Le #cocacola chelou","60300",1,"9"
7395,7395,"7394",NA," #realtalk #woman #curves  #cocacola #pearshape",NA,38,"1"
7396,7396,"7395","United Arab Emirates",NA,NA,42,"10"
7397,7397,"7396",NA,"Yo te amo #cocacola pero tu me haces daño :/",NA,2,"9"
7398,7398,"7397",NA,"Just for laughs.. Share a coke with me :P #coke #cocacola #tasty #drink #jokes #jumping #on #the #bandwagon #bestever #name #laura #loser",NA,7,"9"
7399,7399,"7398",NA,"This is quite pretty oo #cocacola #coke #pretty #instagram #instalike #instamood #f4f #follow4follow #summer #beach #drink #cool #bye",NA,14,"9"
7400,7400,"7399",NA,"Quanti sacrifici per una sola bottiglia. #cocacola #drink #bestfriend #best #friend #lovely #park #green #giulia",NA,3,"9"
7401,7401,"7400","United States","#love #TagsForLikes #TFLers #tweegram #photooftheday #20likes #amazing #followme #follow4follow #like4like #look #instalike #igers #picoftheday #food #instadaily #instafollow #like #girl #iphoneonly #instagood #bestoftheday #instacool #instago #all_shots #follow #webstagram #style #cocacola","75056",24,"9"
7402,7402,"7401",NA,"#cocacolavanilla #cocacola #vanilla #fresh #black and #purple and #white",NA,9,"9"
7403,7403,"7402",NA,"I match my Coke today.",NA,1,"1"
7404,7404,"7403","United Kingdom","#Deen's #diner #chilli #dog #so #good #yum #yum #red #white #cocacola #dad #brother","ME4 4",2,"9"
7405,7405,"7404","United Arab Emirates","I was bored so I decided to rip up this Coke can :D here's what I found inside. #coke #cola #cocacola #soda #drink #fizzy #red #tore #it #up",NA,1,"9"
7406,7406,"7405","United States","Check our look books to all our hottest brands on our website! www.ingear.com #swimwear #swimsuits #brands #dccomics #cocacola #paulfrank #deadmau5 #guyharvey #plunge #flashsales #bikinis ☀","33054",22,"9"
7407,7407,"7406",NA,"#coincidence#destiny#cocacola#behappy#smile#today",NA,2,"9"
7408,7408,"7407","Portugal","Uma tarde bem passada.. #penareia#friends#cocacola#","3885",7,"9"
7409,7409,"7408",NA,"#coca #cola #cocacola #havefun #coke #fun #funny #name #Eve #Penelope #sister #sisters #love #memories #l4l #like4like #likeforlike #followme #instafun #instacoke #forever #picture #photo #photographie #lovephoto #likephoto @pene_lerouge ",NA,21,"1"
7410,7410,"7409",NA,"Jean Jak Daniel #happy #birthday #cocacola #compleanno #party #work #rosatiforpresident #follow4follow #follow #instacool #instaitalia #instagram #fashion #trandy #tshirt #girls",NA,19,"1"
7411,7411,"7410",NA,"#cocacola #marlboro #giardino #iphone @enaluna ",NA,10,"1"
7412,7412,"7411","Germany","#trink #ne #coke #mit #jana #coca #cola #cocacola #my #name #1l #trinken #black #red #white","34513",11,"9"
7413,7413,"7412",NA,"个人觉得人蛮自豪的 :3 你们呢？ #五月天 #cocacola #photoshop #facebook #facebookcover",NA,4,"9"
7414,7414,"7413",NA,"#sourskittles #cherrycoke #cocacola #skittles #colourful #food #yum",NA,17,"10"
7415,7415,"7414","Netherlands","#whitagram #cocacola #coke #drink #red #name","3454",11,"9"
7416,7416,"7415","United States","#cocacola meets #nike","20901",26,"10"
7417,7417,"7416","Brazil","#McDonalds #Cheddar #CocaCola #Delicia #AmoMuitoTudoIsso","18900-000",2,"9"
7418,7418,"7417",NA,"#love #cocacola #fresh #summer #hot #fun #instagram #instamood #italy #life #like #likes #like4like #comment #comments #shoutout #shoutoutback #follow #followback",NA,24,"9"
7419,7419,"7418",NA,"""Quindi lei cosa intende per amore?""…""diciamo che mi sento fregato davvero, solo quando sanno fottermi l’anima."" #cocacola#2013#amore#me#boys#loveforlove#butwhereismylove#chesifotta#followstocazzo#followme#rome#italy",NA,6,"9"
7420,7420,"7419",NA,"LA TOP! Rigorosamente Zero! #cocacola",NA,51,"10"
7421,7421,"7420",NA,"American sweets for me and @bellamakeup_artist #Sweets #candy #cocacola #Food #Yummy #USA",NA,12,"9"
7422,7422,"7421","Russia","Теклберри, любовь моя☺#russia #summer #vacations #holidays #june #wednesday #dinner #pizza #cocacola #tasty #like #cozy #favorite #funny #criminal #sitcom #policeacademy #6 #episode #police #academy #guys #good #mood #gorgeous #evening #kidnaping #commandant #Lassard","603093",20,"1"
7423,7423,"7422","Mexico","Choose","62520",7,"1"
7424,7424,"7423",NA,"hát Neked is ;)",NA,7,"9"
7425,7425,"7424",NA,"Ytterligare en mys kväll i solen! Kan nog inte bli bättre  @sstephany☀ #love#life#summer#strawberry#cocacola",NA,12,"9"
7426,7426,"7425","France","On partage ? #coca #cocacola #pub #lol #mdr #ami #un","76620",2,"9"
7427,7427,"7426",NA,"My coke can <3 #cocacola #personalized #yum #bant #mini #coke #woo",NA,8,"1"
7428,7428,"7427",NA,"oww ♥ @trytkuss #lovely #friends #forever #bff #ilysm #cocacola #przyjaciel #school #red #instalove",NA,20,"1"
7429,7429,"7428",NA," #hungry #fame #dinner #last #night #lunch #starving #healty #food #cibo #mcdonald #mcitaly #cocacola #chicken #mcchicken #drink #eat #eating #fast #like #likes #picoftheday #followme",NA,20,"10"
7430,7430,"7429",NA,"Too soon for the cola truck! #coca #cocacola #cola #coke #christmas #notyet #america",NA,5,"1"
7431,7431,"7430",NA,"My spanish Coca-Cola #espanol #cocacola",NA,6,"9"
7432,7432,"7431",NA,"Sabroooso :$ ♥ #cocacola #squareone :$ @squareonecafe",NA,14,"1"
7433,7433,"7432",NA,"#cocacola #soda #softdrink #instagraphy #instagram",NA,2,"1"
7434,7434,"7433",NA,"Free cola in Rome :) And little shopping in mac! I love Rome :D
 #italy #rome #cocacola #shopping #mac #maccosmetics #happy #goodday #iloverome #instagood",NA,9,"1"
7435,7435,"7434","Russia","За нас! #cocacola #friends",NA,53,"10"
7436,7436,"7435",NA,"#cocacola #shareacoke #katie #katiecokebottle #finally #nails #nailart #palmtree #ombre #sunset  Duno what the big deal was,",NA,12,"9"
